path,label,keep,group_id,sha256,phash,width,height,mode,format,bytes,fold
Potato___Early_blight/fc73fc01-6a63-4b3b-bfed-74625c5b4b05___RS_Early.B 6945.JPG,Potato___Early_blight,True,987,e41fdf417e07b40bc9b251ce204ebee8d987aad59468d6c4778c6cf348457c57,aac0b5c6d61ee29c,256,256,RGB,JPEG,20042,3
Potato___Early_blight/fc87399a-b45c-4b0f-a6c9-54f0e4f9d3c5___RS_Early.B 7277.JPG,Potato___Early_blight,True,988,b124344eb5e682fab11f369a29660b57acd7bd007165bdb2c2b85b184dadd166,aad2e4cf9a0599b4,256,256,RGB,JPEG,19391,4
Potato___Early_blight/fcbf4e6c-ba09-40f5-97c2-063bb20844bc___RS_Early.B 6938.JPG,Potato___Early_blight,True,989,d74f94f4cbe848dd0381e89f1a8fdb098aeaebff13b4d92125109af1cf133b87,ae70f74fc0bc4912,256,256,RGB,JPEG,22758,1
Potato___Early_blight/fd59ab68-681f-4aca-ae95-6f73bf8caad7___RS_Early.B 7118.JPG,Potato___Early_blight,True,990,196b16ab52e0064376f6d56cea5b6d952a70443785fc71eafd44accda031579d,ff1b64309c72194d,256,256,RGB,JPEG,18579,0
Potato___Early_blight/fd5b1e1f-48a8-42bd-82b5-cf762504708b___RS_Early.B 8149.JPG,Potato___Early_blight,True,991,0b28227397a8db8226c55c211e819b6cf5df5e5f5b5dfd11a45d690e76362843,8afeed00d70dca31,256,256,RGB,JPEG,22628,2
Potato___Early_blight/fdc1f5ed-66b5-4564-8957-055905b8a569___RS_Early.B 8244.JPG,Potato___Early_blight,True,992,3295ee0e7afacd109b134e303fc0153f0d3deb5e223f7b57ff165e918c168268,ff2ba8d48550946e,256,256,RGB,JPEG,19934,3
Potato___Early_blight/fdc691b0-2b15-4cb6-8f5d-c4e5654389e0___RS_Early.B 7935.JPG,Potato___Early_blight,True,993,7347f0115ee0ec9b35c42d4c09d655fed3f8e69c1dc5768438722ba4bc092c1e,ffc0a0c53fc8158d,256,256,RGB,JPEG,18506,4
Potato___Early_blight/fdf3c33c-dad6-4f13-bd58-a31d327d9cb9___RS_Early.B 8947.JPG,Potato___Early_blight,True,994,caea79f064ee49d58589caa786e98c851aca5f12fb00d3c1ececc572c35a4fc2,ab03e19d0b5a2f39,256,256,RGB,JPEG,21288,0
Potato___Early_blight/fe24f700-d37f-4e51-b07c-931e8c3ded81___RS_Early.B 8792.JPG,Potato___Early_blight,True,995,297aac362fe55df5f00d5cd92f3925622c3da9b5ce89933599179ba315fbc279,af81a496c29ccfe1,256,256,RGB,JPEG,18648,1
Potato___Early_blight/fe2a7818-f2ec-4255-93f0-586c88a41624___RS_Early.B 7043.JPG,Potato___Early_blight,True,996,977eebbef7576ca57e6d990d3f775d7f6c523f8a3a14e65d61f619315f3fa572,aa52b469c34fdc1c,256,256,RGB,JPEG,19399,2
Potato___Early_blight/fe772b3d-351c-4d18-9dcb-26feb90afa0d___RS_Early.B 7456.JPG,Potato___Early_blight,True,997,f674ef5b941101e4f3c18218209712122927144b07a39e92bfc4b6d1927c359e,eacaf4c19b8788b2,256,256,RGB,JPEG,18743,3
Potato___Early_blight/ffef8a3b-3e8a-4c24-a27e-64c41708f7a0___RS_Early.B 7132.JPG,Potato___Early_blight,True,998,77ed23a1826e9df8863624facf830a0fbbe8a654288031f0e3effd2a9927f9fc,b805e7d6c1fec700,256,256,RGB,JPEG,21644,0
Potato___Late_blight/0051e5e8-d1c4-4a84-bf3a-a426cdad6285___RS_LB 4640.JPG,Potato___Late_blight,True,999,96baa8bba4a2397887e94753a8908e35108a88a1c4715c7eab259a3bfae00b27,acc193b4c933e13d,256,256,RGB,JPEG,12780,4
Potato___Late_blight/00695906-210d-4a9d-822e-986a17384115___RS_LB 4026.JPG,Potato___Late_blight,True,1000,19c795b1ef3b8b915d7a166fb1075c79017f24989361ad6620606d07c6b94b13,aaca9435a59bb0cd,256,256,RGB,JPEG,14284,3
Potato___Late_blight/006cc01a-1888-4326-9b62-a65cb55a6377___RS_LB 5207.JPG,Potato___Late_blight,True,1001,e2736064b143d773743c06c957b00ca5c2fc6c8dc81fc750e812732eac6bd6a8,fee8c0878f9a9898,256,256,RGB,JPEG,14157,4
Potato___Late_blight/0085ef03-aec3-431a-99a1-de286e10c0cf___RS_LB 2949.JPG,Potato___Late_blight,True,1002,06d5725ff2403a621774121d88376d76d819c53432797a3fb595869b706ff781,a599d26e85cc5aa6,256,256,RGB,JPEG,15988,1
Potato___Late_blight/00b1f292-23dd-44d4-aad3-c1ffb6a6ad5a___RS_LB 4479.JPG,Potato___Late_blight,True,1003,42bd63cee5f086073aa0ba6ecd90892220a48c7fa3a60e03cd046aa9d6e228ac,eacc953372899b32,256,256,RGB,JPEG,21419,2
Potato___Late_blight/0114b195-844c-4978-93a9-b0d5aae010f1___RS_LB 2738.JPG,Potato___Late_blight,True,1004,aa96dfb0eb59d551bccd95e605c87a390a860b76e04e0016f20667163f200252,d1d5aa5aa56b8ca1,256,256,RGB,JPEG,17973,0
Potato___Late_blight/01270f5c-a44b-4da7-9398-289088c197ab___RS_LB 2517.JPG,Potato___Late_blight,True,1005,981f39c85ff6acb235498b1a2d049413face14fa6af3a8913f0fa0ba457273d3,beb0f093e143270f,256,256,RGB,JPEG,19399,1
Potato___Late_blight/01a8cc9f-074a-4866-87c8-bb5a9e3895b4___RS_LB 2968.JPG,Potato___Late_blight,True,1006,7d36972ff364e28c01b007d4e713d9ad439c75016fb5b1fd046ef57fdbe419ad,eaa4e5b0c4c29ece,256,256,RGB,JPEG,14690,2
Potato___Late_blight/01ad74ce-eb28-42c7-9204-778d17cfd45c___RS_LB 2669.JPG,Potato___Late_blight,True,1007,4975349cb0ed34630ede27cba6b65ab67b4bc00c12bfbe344618fb194527ee56,f9228455c61ad7e9,256,256,RGB,JPEG,18586,3
Potato___Late_blight/0201bf8e-27e3-4c92-ae97-2fb4f665b5d3___RS_LB 4320.JPG,Potato___Late_blight,True,1008,4507c053c41176bf0af40288186538d719b4c21259af30da23b78f64ea6e385f,bae2cd0d42963dd1,256,256,RGB,JPEG,16179,4
Potato___Late_blight/02212653-e92b-49aa-96b7-9497af51e502___RS_LB 3151.JPG,Potato___Late_blight,True,1009,8b1fadd9b1e2f2233e2f747484a84048e69583bc44987700e5385ae626ee9a4b,fa54a1ea871e9ca8,256,256,RGB,JPEG,20115,0
Potato___Late_blight/02282fee-ba3f-460e-91e0-630204ab96c2___RS_LB 5031.JPG,Potato___Late_blight,True,1010,4a556230ec7859bcdff7094cd623d090ec1dc2309e3377222cab53add2c6ffdc,abf2b4cd920fc8b0,256,256,RGB,JPEG,14711,3
Potato___Late_blight/025f3c76-6d6c-4dad-ba22-e3e72d084ef1___RS_LB 3105.JPG,Potato___Late_blight,True,1011,9de16cb460bd20f159f8c416b135deac383e1b37b19444bcfc4b108fba56b3e7,aaeab4a5c987849d,256,256,RGB,JPEG,18652,1
Potato___Late_blight/02c8ff21-4e0a-4326-ba8f-089e5cb45b74___RS_LB 4089.JPG,Potato___Late_blight,True,1012,96d96794f228c51c6a24c9c3806a13a6cb92e52dac8f48d6d938afd55f3004c6,f84ac76cc966cc32,256,256,RGB,JPEG,12720,4
Potato___Late_blight/030e8945-d3ce-4ad3-8a91-a14c18285249___RS_LB 2532.JPG,Potato___Late_blight,True,1013,2e0aa2bdd60685eba85ea28378b5c9d530034e172a7f72ebb3219ea1d76cdd59,fd2b86d490cac9c9,256,256,RGB,JPEG,18378,0
Potato___Late_blight/031672c9-bf0a-46bf-8b52-d7cdc067612e___RS_LB 5019.JPG,Potato___Late_blight,True,1014,b31e8ac22f99f2817aa1b035bc49d3376a27970a9136fd6185aa17d3578b77fd,ad68d226d927cd13,256,256,RGB,JPEG,14079,2
Potato___Late_blight/031c39d3-9a91-4e81-85ac-b36512133b0a___RS_LB 5220.JPG,Potato___Late_blight,True,1015,1006f5d3d510897189d3ae8b065a2022cb29a1f45e8e059940cc61bca3e15c4e,eb48d50dda3cc932,256,256,RGB,JPEG,14123,2
Potato___Late_blight/034a54f1-e3e9-4524-a318-9d253d9f1394___RS_LB 2893.JPG,Potato___Late_blight,True,1016,3ee989b6746cf168780db81e271ca81de268d09b39186072461fb50d1cb64944,df2ba0548ac18ecf,256,256,RGB,JPEG,14694,1
Potato___Late_blight/0396e413-e165-427a-ba72-04cbae7b8ab0___RS_LB 4751.JPG,Potato___Late_blight,True,1017,08f942bf88594694d272c253c68ff57a1e456e27ae2b4906dd15661d7e199ec1,eec8e087851f95b8,256,256,RGB,JPEG,12703,3
Potato___Late_blight/03bab48b-962b-4c08-bc98-da95237d20ac___RS_LB 3190.JPG,Potato___Late_blight,True,1018,48c55515813bad1f31260cd8bc0dd9e6e5f8816267496c0dc27e618358d7d275,aae3bd8cd01fc330,256,256,RGB,JPEG,19237,4
Potato___Late_blight/0441138d-5f9f-4ede-ab9a-49edabc605b3___RS_LB 4235.JPG,Potato___Late_blight,True,1019,46888335fbd6b9b352f4ad835bc4044faa35accbdb85a388e65be293b0106b8b,afeef400c316cb98,256,256,RGB,JPEG,20310,0
Potato___Late_blight/0450570b-44d1-4290-956d-5d970164a2e2___RS_LB 5160.JPG,Potato___Late_blight,True,1020,a241e5f0d3200b0dec151908eaed1a9017a47f37f3e5f01db47d82e6210fd862,ab95945aa95ce1a5,256,256,RGB,JPEG,15657,1
Potato___Late_blight/04b964fd-7033-4cdf-88ef-b1acbcd8183a___RS_LB 2783.JPG,Potato___Late_blight,True,1021,6532a7024cf18e5f8fc8b1914d3fc43c2fd0b900fe534c5d0fec03ca00bf96f9,faa9c1058f7a9c68,256,256,RGB,JPEG,17788,3
Potato___Late_blight/04bbcc55-93d3-4a19-9137-8de036a8a4db___RS_LB 2647.JPG,Potato___Late_blight,True,1022,2cab43eb27b73bfa9999ec57b481c1bea5de59715634b22ac04c2fde55f84c30,ea3f91d8c2c3c869,256,256,RGB,JPEG,15334,2
Potato___Late_blight/04ce7b2d-5e41-43c6-9e11-e1bc4f5e4cca___RS_LB 3224.JPG,Potato___Late_blight,True,1023,9e4e9ec30e88b3acc2cb8cc5619e3642699539890c41300c4564bfbcadcccd75,eac4b1cec72a9a31,256,256,RGB,JPEG,17938,4
Potato___Late_blight/04fe5855-ec9c-40b3-9893-ca8addc236bd___RS_LB 4913.JPG,Potato___Late_blight,True,1024,5fc81067c41366b58e55074608f74c89d417b76d452ecfb5e8ca99e0130d26f5,e84f853cdc609bb2,256,256,RGB,JPEG,20425,0
Potato___Late_blight/050b6d37-4056-4c6c-8359-d7823a488531___RS_LB 3944.JPG,Potato___Late_blight,True,1025,48eba3fcbafbdbb4701f21e3ca2dfdf543e0561da03ad433f16d23ecd58c144d,e3a8f49a2d994cc5,256,256,RGB,JPEG,16294,1
Potato___Late_blight/051089cf-e083-4fdb-9256-aac12b8a55d2___RS_LB 4078.JPG,Potato___Late_blight,True,1026,8665e7a1822301131aaa946163c6d22fcb4e368da97c3df8b320b4182480171f,fa3da16087339663,256,256,RGB,JPEG,11661,2
Potato___Late_blight/0525ac6e-1d1f-4866-89bd-af4b8ba9c46b___RS_LB 4814.JPG,Potato___Late_blight,True,1027,446c3517c53bda74d490d9a1dd72c7f8cfd2b77cf380ab0f1cd580df115bb715,af6adc818396993a,256,256,RGB,JPEG,19646,3
Potato___Late_blight/053c5330-129d-4515-84da-82a701710723___RS_LB 4576.JPG,Potato___Late_blight,True,1028,e557825c83ad21374845750fff67bac63016f1827af8c89d73c7ffc16f807776,fe40d01eec694ada,256,256,RGB,JPEG,18275,0
Potato___Late_blight/05817623-2c4e-4517-88a1-fe81b9a73742___RS_LB 3920.JPG,Potato___Late_blight,True,1029,fea604c82a50d7ce7fdbeab49a0e949c3763ecd6f4da6cc6fa9231d64e0208f2,fee2c28f99988931,256,256,RGB,JPEG,17073,3
Potato___Late_blight/059c9129-51b7-4d6b-9b57-f22e87568a0a___RS_LB 5118.JPG,Potato___Late_blight,True,1030,4259d4ad936e50bdd8855e00b5386dcadb0f2118098ea01c60dc810636128fa1,ab60f4c5d8178f1a,256,256,RGB,JPEG,17631,4
Potato___Late_blight/05a51957-779c-4a2f-bf2a-d1fb03947793___RS_LB 4772.JPG,Potato___Late_blight,True,1031,642215e8344bb4afaf57d1bad4982ac195e2d37e6a48eac8b0199fd416bcc885,a831875a9c699d67,256,256,RGB,JPEG,13410,1
Potato___Late_blight/05c29b23-ecdf-41fc-be67-910bb74cd67c___RS_LB 4016.JPG,Potato___Late_blight,True,1032,8b01eb66727572b31b583f69e91bbdc76fd7ad4dd878bee38a2a16291107563d,bd6dd032c49d079c,256,256,RGB,JPEG,13210,2
Potato___Late_blight/0651be8e-a2d1-4b8a-97b8-1dc89d79fd26___RS_LB 3261.JPG,Potato___Late_blight,True,1033,3c43d9831dcc494f27dd12096814f26d1ccaca66cac43d3284e969d2fee7bb1b,aac6f4a9d29685b2,256,256,RGB,JPEG,18633,4
Potato___Late_blight/06554e38-28ce-429d-b8e9-520e61e3c58f___RS_LB 2692.JPG,Potato___Late_blight,True,1034,5774c1bf98eb47e63f9e193cd1c9b759bc58b9c9e687c548390e6017c39b5396,eaa5e4968c5a9939,256,256,RGB,JPEG,15728,0
Potato___Late_blight/0736dad0-be93-484b-9e89-bcb825fefda1___RS_LB 5454.JPG,Potato___Late_blight,True,1035,1b8fbaa60013ac65444bc6173f8388f6f85f699216de2429b9adaf99600951ec,eec0b167cc1d9c34,256,256,RGB,JPEG,15578,1
Potato___Late_blight/073a7489-b8dd-4efc-8393-7f024fe8542a___RS_LB 2617.JPG,Potato___Late_blight,True,1036,870f2e870422b57a7d44286f5bf5b95804e3c5fcd76f2b860604d0a002fd7d8b,a794fc4ac964c267,256,256,RGB,JPEG,15713,2
Potato___Late_blight/07fea080-7f6b-48e9-b6b5-10d7daf57610___RS_LB 3210.JPG,Potato___Late_blight,True,1037,504cd2bcd22c7d05b9c4ba00c2ccd3a318ac4071675e0508b4f90d6f2115ad6e,eec0958fd2ce982c,256,256,RGB,JPEG,18083,4
Potato___Late_blight/07ff77ae-07b4-4a2d-9c4a-bb89bb4fb1ef___RS_LB 2985.JPG,Potato___Late_blight,True,1038,6931c33d3b0900652d7f4ea577cbd1a99c7bd5aac34be5c7bacbbc842bd05903,aa8580d8cfe9ec63,256,256,RGB,JPEG,20704,3
Potato___Late_blight/08ce9666-2dda-4fa8-8d58-55bb9fa19484___RS_LB 3318.JPG,Potato___Late_blight,True,1039,b100769fc6c3749f2815300599f0b80dc4068c75862d9ecdd55d3b03d545066d,aa85945acb69c771,256,256,RGB,JPEG,19163,3
Potato___Late_blight/08ddae0c-5328-4183-b16e-c980f197e471___RS_LB 2845.JPG,Potato___Late_blight,True,1040,9d00bb372b2b48d108edbb14d6fcba66c25fe767ca72de8aac05cff814071dde,de50e98f853c9271,256,256,RGB,JPEG,15357,4
Potato___Late_blight/09287918-9f73-4707-823f-f4331f5114a3___RS_LB 2604.JPG,Potato___Late_blight,True,1041,e5975548e9ce38884b3ffb72a77b56306267ce051c4f22b0753608c3912e701a,ee7291cdcb3c8548,256,256,RGB,JPEG,14710,0
Potato___Late_blight/09a215a1-a539-4635-a27f-232229ff11f4___RS_LB 4529.JPG,Potato___Late_blight,True,1042,8e221e1fa39836e1cbf89d37d5e6d9c9471ba1368b29a010d11d8da6e556e7c9,cb50f62b68b49798,256,256,RGB,JPEG,19356,1
Potato___Late_blight/09a30eff-d386-456d-a6ce-ead7c0d6235b___RS_LB 5068.JPG,Potato___Late_blight,True,1043,ab3fe9718c2175aa99e08edfb8a9e1785168c8df647d216edf5ba3ceab7612dc,abe084cf9a1ec939,256,256,RGB,JPEG,13914,2
Potato___Late_blight/09fa42e4-1736-494e-8c46-50c6900586d6___RS_LB 5212.JPG,Potato___Late_blight,True,1044,2905e44b851cc19e5d13fa6e3759022379336923aef5472157c31852be08eaad,a215955a8f67946e,256,256,RGB,JPEG,15173,3
Potato___Late_blight/0acdc2b2-0dde-4073-8542-6fca275ab974___RS_LB 4857.JPG,Potato___Late_blight,True,1045,12ddeb393c76aa5491c8e2c8c5c841da748f1267c420beb92c8bfae4804959da,fdab95d08b438c4c,256,256,RGB,JPEG,17908,4
Potato___Late_blight/0b092cda-db8c-489d-8c46-23ac3835310d___RS_LB 4480.JPG,Potato___Late_blight,True,1046,79175c2f1a6d77bbb5afc5db7d4a8e5a30dcaece1d8469523d02d1e29fea3a04,a387cb9b3d669068,256,256,RGB,JPEG,22315,0
Potato___Late_blight/0b2bdc8e-90fd-4bb4-bedb-485502fe8a96___RS_LB 4906.JPG,Potato___Late_blight,True,1047,31f4f3f94e06775dda5e26fce99e62c201cb00203326463c9f05a7e0c9eab73e,af1ff448812d5f22,256,256,RGB,JPEG,21864,1
Potato___Late_blight/0c2628d4-8d64-48a9-a157-19a9c902e304___RS_LB 4590.JPG,Potato___Late_blight,True,1048,bda5ccd24b293c8106f2057319d6599aa512e78929f9c5618326c0fae866ee5b,acedb584929e8c9c,256,256,RGB,JPEG,15492,2
Potato___Late_blight/0c83302d-4233-4e98-8ecf-755a970495bb___RS_LB 4904.JPG,Potato___Late_blight,True,1049,1c7b7e9df947c5c06cf60ebb611bc3207f2fb9b680e42f8b814c9a3d547e6d29,aae1b40fd2be9a30,256,256,RGB,JPEG,20710,0
Potato___Late_blight/0d8346e1-4624-4979-84e6-1353ca59007a___RS_LB 4079.JPG,Potato___Late_blight,True,1050,c337f9f15e0bae6f89cc71de6dc5bf73bfd9771fbbbaaebb117953849939d852,ffc0a88f959c90b1,256,256,RGB,JPEG,12471,3
Potato___Late_blight/0e068694-63b7-4edf-a93d-f2e9f28efaa6___RS_LB 3923.JPG,Potato___Late_blight,True,1051,30ed3119e236b3f212729f7fa7d2acf82ac648425760810dde32282fc96e1b36,aac2b5a09f919d93,256,256,RGB,JPEG,18060,4
Potato___Late_blight/0e7f0484-16eb-4183-b702-0a5b4f94d015___RS_LB 4000.JPG,Potato___Late_blight,True,1052,c54f1c74cb2c3aa83f26cd0127a45423570c4f665f16154f80802cc6e5093afe,ff60a06fc535c630,256,256,RGB,JPEG,11861,1
Potato___Late_blight/0eb24a67-a174-43db-86c7-cca8795942a2___RS_LB 4722.JPG,Potato___Late_blight,True,1053,cb0d546408ff39bceeff4cb21d2149025095359781a9116c2b61f1959e034743,efe4940bc2dc1933,256,256,RGB,JPEG,15554,2
Potato___Late_blight/0eb28ea9-c9e4-4999-9de2-835682241e53___RS_LB 2708.JPG,Potato___Late_blight,True,1054,dc76f442eddf9d89a50c13b902d4f9dfeb1efaaf5945a57553d95ec79f2a0d32,fe2fa1d0d0c299c9,256,256,RGB,JPEG,17217,1
Potato___Late_blight/0f1fb568-1b12-45ef-ad99-c59fa9075693___RS_LB 3242.JPG,Potato___Late_blight,True,1055,fd3305849e9adb6a235202dcfc1c7b5dc39306c9089e3c7cc26acac3dc39150a,fec0872b9835d326,256,256,RGB,JPEG,18646,3
Potato___Late_blight/0f243024-b1fa-4f96-ac7e-ecaf6dc5bc37___RS_LB 4925.JPG,Potato___Late_blight,True,1056,face4468b796370e170a16d35f549ce224d0416aae256247a3a9c53508b3e59e,af17d258cde1d064,256,256,RGB,JPEG,20035,4
Potato___Late_blight/0f50da52-cb4a-4391-982a-d6cf9c9d9917___RS_LB 2581.JPG,Potato___Late_blight,True,1057,7c04d601bb8dd2305129122d15322bd3f4a89559067ee0705c5664991f7907b8,eb86e15a8669da25,256,256,RGB,JPEG,17325,0
Potato___Late_blight/0f6eac3b-d674-4c4d-ab3a-88689feec07f___RS_LB 5232.JPG,Potato___Late_blight,True,1058,c84f295d30dc6a7060ddc92007beb6cad78137000d28ef409255a8c002024c82,aa1dd45a8f64d463,256,256,RGB,JPEG,14543,0
Potato___Late_blight/0f824e18-3821-486c-81a1-f1f64cf6e767___RS_LB 4894.JPG,Potato___Late_blight,True,1059,63bfdc73f23232adae47db32967e80ecd95321a610837e15130c7bd3141b29bd,ebe1e18e8e8896b4,256,256,RGB,JPEG,17694,2
Potato___Late_blight/0fe7786d-0e2f-4705-839d-898f1d9214b0___RS_LB 2836.JPG,Potato___Late_blight,True,1060,599200bc395f7cea732f4ca00b39e60eb03c72bd9738bf0a8ade52fccf5521f7,a3eadc85993f9830,256,256,RGB,JPEG,16855,1
Potato___Late_blight/108aa677-2b51-4d8b-8533-40fba50a275d___RS_LB 3046.JPG,Potato___Late_blight,True,1061,c6693f55fc5a7822b849d03b3e8456a423eef5091b846e5e4e6963bbe096f67a,f8c397c39e689648,256,256,RGB,JPEG,16223,3
Potato___Late_blight/10f41035-20e2-4037-96b6-474ce343d6c2___RS_LB 2725.JPG,Potato___Late_blight,True,1062,951c25ea5933e59e088cf0a31d0eb131b37abb542a33d741d06d85475ad8f267,af91f07887428767,256,256,RGB,JPEG,18932,2
Potato___Late_blight/127521ec-3cc5-4f98-ac73-ad561ec29e73___RS_LB 3219.JPG,Potato___Late_blight,True,1063,436fea444684daf9946ee12d70cb08ad6a9d909b6e3499666a07336e2f29688a,aabdddf3c1408a49,256,256,RGB,JPEG,21506,4
Potato___Late_blight/12ce2ab1-14c4-4960-81d4-e6ae776510e9___RS_LB 2880.JPG,Potato___Late_blight,True,1064,389f7799b8a3099408cd6ed15eb27cb0981ea267ea69ef936947cd02e0065135,eacab5c696359125,256,256,RGB,JPEG,14945,0
Potato___Late_blight/12d72127-7880-4481-b3c6-caff04116a86___RS_LB 2632.JPG,Potato___Late_blight,True,1065,8f05fef4612cb8fd726e85c8aa589e409342f8c3f3f68c334e4adda5f202de04,bf68d025c19787d2,256,256,RGB,JPEG,15784,1
Potato___Late_blight/12e2c9b5-fbfc-4bc9-898b-86ead976a615___RS_LB 2702.JPG,Potato___Late_blight,True,1066,f175f3a7748be09fd0d432016ed5aaec24ee20d0e67e9be511fa7f62eacb3b46,fa9de0d8e5c9c482,256,256,RGB,JPEG,17186,4
Potato___Late_blight/1338edcb-9e0e-458c-845e-206b869f9199___RS_LB 3205.JPG,Potato___Late_blight,True,1067,6842006a1370623275fc4f004c0d303966aec0c866fed9916ff27dbbb3cf6cb9,bb9dc47a8d620c66,256,256,RGB,JPEG,18816,2
Potato___Late_blight/13b1b19c-6720-4238-b384-4c86ea119ace___RS_LB 2765.JPG,Potato___Late_blight,True,1068,3e93213376140a8d7ed40a9c5b423e718a25768af0c0edf06ebacadba55d572c,aab1b5dec0688765,256,256,RGB,JPEG,17582,3
Potato___Late_blight/140cad58-de9c-44b8-afb4-af5751e2e012___RS_LB 3247.JPG,Potato___Late_blight,True,1069,0986354ead9f96befdc80e6dd6ca9d43b8ed95b2442520ecd96a7033068ab8d6,bf94d8c8e4629369,256,256,RGB,JPEG,18372,0
Potato___Late_blight/145216a1-aab7-4f40-851d-a56c436ad0e3___RS_LB 2715.JPG,Potato___Late_blight,True,1070,aef073acde90777d980e3fc892431b72a02a3ea0af999613121ec1516397dcdd,eac29596344bd24f,256,256,RGB,JPEG,17415,1
Potato___Late_blight/14691d2b-446b-4f0e-921b-60d3b76cbf03___RS_LB 2518.JPG,Potato___Late_blight,True,1071,1f711d8826b72f2a02300c706d357fa3ae36fbdec22a36bf6909b4116527b27d,fa50a0b587b2d671,256,256,RGB,JPEG,18494,2
Potato___Late_blight/146c4ea6-cf74-4607-9b8e-19c69c85ec86___RS_LB 4641.JPG,Potato___Late_blight,True,1072,b744d3a3e88846c07ba27a8633e89d5ffc8d0b64f74b37c7bde2b40101e10e29,bbc2d125c89accd9,256,256,RGB,JPEG,17868,3
Potato___Late_blight/14b29609-0bde-4d56-ac07-5db1b6df6fce___RS_LB 4983.JPG,Potato___Late_blight,True,1073,0f6164d00fde95faf841b6106b912937a073e2cdc92f59751be39b3d70215f26,fea5a0d0c3ca0f2b,256,256,RGB,JPEG,20311,4
Potato___Late_blight/152ffbeb-7dda-4313-a792-9faf68c017bf___RS_LB 2830.JPG,Potato___Late_blight,True,1074,1e7bb354264c0e341fdb0c31c779aacc967d5864e2945577cf5c55733ae5aa8f,ba9dd1d2ce21cc62,256,256,RGB,JPEG,16614,0
Potato___Late_blight/1531198a-c611-47ee-af7d-7b124b863870___RS_LB 4793.JPG,Potato___Late_blight,True,1075,9a639201a04862871751f51de6d95502e40f942f91aaced69c837980dd28091f,ff86a071c75096ca,256,256,RGB,JPEG,16576,1
Potato___Late_blight/1562e8f9-f2d1-43b3-8deb-6b1687bd20dc___RS_LB 2726.JPG,Potato___Late_blight,True,1076,9551a0fa943198b5a42957ea31d933ef81d7a17a299a305a1c8581ff593865fc,ef27b47cc0c1c171,256,256,RGB,JPEG,17576,2
Potato___Late_blight/1650365d-437c-4d36-b110-113a88c1090a___RS_LB 5459.JPG,Potato___Late_blight,True,1077,721b204be0d77cd6b24266854c68a1b25a068f3acbc136c7a78da17d02cf12a5,ee1590588e3b9d66,256,256,RGB,JPEG,16027,3
Potato___Late_blight/16e37160-9dca-4110-a914-955304e7daf5___RS_LB 3033.JPG,Potato___Late_blight,True,1078,a78149f13f2adb2a6ba10ab8de117a868eed20ad53fdeb305f6bdf380e78d465,aa4afca981b49796,256,256,RGB,JPEG,15630,4
Potato___Late_blight/1736a728-bae9-4133-bfca-60a7c3b6382c___RS_LB 4855.JPG,Potato___Late_blight,True,1079,8fdd3b14b4359e08b1875b23d5e5f0493e6cc52f513c09eb741b6c4395d883d5,ea6d8586c6379a98,256,256,RGB,JPEG,18186,4
Potato___Late_blight/17515ff9-075f-45a2-b8e6-1b8ba25c293d___RS_LB 4980.JPG,Potato___Late_blight,True,1080,37c6da825355a8fd605dd1abd7f998f5c85a3af744d110fb62317723bc5566ec,ab4cf5099317923e,256,256,RGB,JPEG,20465,0
Potato___Late_blight/1757f48b-435b-4c4a-9de6-47b959ed1e67___RS_LB 5295.JPG,Potato___Late_blight,True,1081,a876944aeb3caefce2f23f075dd7cfd016ea2c9e9b111ba73b2c389b3b85cd7f,fa42a16b866dd835,256,256,RGB,JPEG,17141,1
Potato___Late_blight/1789b0d1-d850-4e04-8a20-bc3901d4ab0a___RS_LB 5251.JPG,Potato___Late_blight,True,1082,85f742457f83781434968f0de4603e5be61cba0c575a63d38082415ad39a59ba,bbeca4a4c6848f5a,256,256,RGB,JPEG,14991,2
Potato___Late_blight/17a07992-ebb9-4368-8cb7-4af40d8ded08___RS_LB 3064.JPG,Potato___Late_blight,True,1083,7861f3e3400956b6eb6997142387ea4f3b847a8658dec0814cd3562ea566bdf6,f73ea2b194d0d0ca,256,256,RGB,JPEG,16051,3
Potato___Late_blight/17d846d2-f2b7-4ba2-847c-7561159334a3___RS_LB 2695.JPG,Potato___Late_blight,True,1084,2beaa89a2b8378e668d2a07b2d41408bbb1883d98bfb773e8b0e8fa1c0e3987c,ba4bd826cd39ce18,256,256,RGB,JPEG,15086,0
Potato___Late_blight/17ed933e-629f-4db2-b4f3-865f69d43589___RS_LB 2599.JPG,Potato___Late_blight,True,1085,0fb61f5d2d38a0fbd22379cdd8ea2008084af550ec503076f88d9808f35c657b,f9aaa4a4c749d899,256,256,RGB,JPEG,14581,2
Potato___Late_blight/17f8da33-18e6-454b-b9dc-a34c8dd52591___RS_LB 2945.JPG,Potato___Late_blight,True,1086,9b17ad953dd3fbc22a8e62ae9e8aefda91c058342585a9d1ff757b3d1c2aefd9,f3b98712ccc3994c,256,256,RGB,JPEG,15612,1
Potato___Late_blight/19323229-6fdc-4231-bd3e-a46ddcff2111___RS_LB 3196.JPG,Potato___Late_blight,True,1087,954445fc8d7114c39bc02e50fa72f658fc0700abff19d3464f157168c4533e55,befa90a4cdd064c3,256,256,RGB,JPEG,17817,4
